59455,2289,655,101,47192,9478,3971,1859,7760,27760,11667,15313,1
61683,793,24,0,55595,5053,1607,245,37319,10963,8266,5952,1
61212,1264,24,0,48645,11123,2565,167,22961,18441,11942,9156,1
17514,38923,5967,96,8444,40541,12481,1034,6363,35227,14633,6277,1
60047,1445,857,151,32661,14160,8644,7035,1922,19935,14363,26280,1
61994,432,74,0,55701,3599,1929,1271,21866,10672,8671,21291,1
20207,37292,4892,109,7136,41941,12304,1119,4935,39483,8651,9431,1
53777,5686,2389,648,50792,4745,3849,3114,38803,10692,4998,8007,1
8791,24158,23801,5750,9171,21758,25143,6428,8223,17228,25428,11621,1
60759,1727,14,0,26153,31884,4238,225,1305,9725,19211,32259,1
51066,11254,176,4,35104,26251,1061,84,12632,27797,15753,6318,1
32237,15873,14106,284,22825,24017,15393,265,11284,24495,20981,5740,1
61679,721,84,16,52100,7240,1920,1240,25246,20804,6942,9508,1
31471,26838,4170,21,34474,23757,4177,92,35005,17857,8862,776,1
61874,528,77,21,56540,5238,587,135,11945,27808,18954,3793,1
44936,17530,34,0,25708,22915,13565,312,10631,8720,8537,34612,1
26073,9078,26277,1072,31826,28954,1287,433,30244,27169,3590,1497,1
55452,5722,1071,255,39453,14695,4869,3483,10115,16630,19786,15969,1
61171,1247,82,0,33983,18144,8892,1481,13133,4671,13927,30769,1
61005,1319,169,7,31466,20794,8203,2037,3452,12971,19085,26992,1
54632,7749,95,24,28876,28336,5129,159,12723,11251,27874,10652,1
15488,18215,13068,15729,12009,16846,14325,19320,7425,12685,19334,23056,1
58958,2846,560,136,45808,13216,2704,772,17987,15876,14487,14150,1
52035,8292,2067,106,36391,17269,8312,528,25466,11564,9498,15972,1
55315,7183,2,0,22099,33393,6822,186,8516,6778,16833,30373,1
60973,1270,192,65,40336,15840,4974,1350,11714,4594,10607,35585,1
40448,15142,6604,306,14660,26367,16784,4689,2770,18508,20477,20745,1
40741,15803,3526,2430,30401,20496,6009,5594,19977,20702,9788,12033,1
60843,1655,2,0,24514,29302,7851,833,13514,8613,11827,28546,1
60820,1463,197,20,50754,7498,3932,316,41852,10770,4119,5759,1
54689,5347,2026,438,47875,6990,3515,4120,34231,10532,6687,11050,1
34819,21580,5903,198,27779,24122,7144,3455,18746,24541,9814,9399,1
13472,25603,22476,949,8689,27221,25586,1004,6605,30460,20324,5111,1
15258,40179,5949,1114,10565,24591,25675,1669,7628,18173,26318,10381,1
61417,901,149,33,49028,11351,1871,250,35789,16142,7038,3531,1
45055,7465,9196,784,31464,13170,17080,786,24664,7552,14381,15903,1
45681,16790,29,0,30822,29771,1903,4,12616,18269,15792,15823,1
28543,30825,3109,23,4648,27315,29930,607,3826,9303,25190,24181,1
50188,8025,3553,734,43912,9845,4696,4047,21708,22178,9027,9587,1
62132,259,80,29,57361,4179,630,330,6624,37223,15004,3649,1
10427,37682,14358,33,4364,34117,21794,2225,1755,12388,29523,18834,1
58111,2488,1006,895,46924,8522,3646,3408,8942,28519,14374,10665,1
54396,1611,2622,3871,18672,19306,12160,12362,2629,5768,9745,44358,1
47795,9081,4483,1141,40884,13090,6264,2262,29634,17154,10188,5524,1
46825,6754,3410,5511,36642,9253,6536,10069,26810,9948,7792,17950,1
11252,36563,14685,0,2561,35195,24158,586,2947,27274,17962,14317,1
58081,1896,937,1586,41020,11449,6139,3892,25013,12430,7879,17178,1
11537,12150,24499,14314,9299,13879,37909,1413,7711,24414,25813,4562,1
62363,137,0,0,60175,2180,142,3,54853,3175,3034,1438,1
19898,35309,6708,585,14897,38759,7974,870,10937,34303,12701,4559,1
29843,24792,7865,0,11477,29624,20347,1052,8294,23291,20095,10820,1
28390,32868,1242,0,13930,25746,17907,4917,2274,5420,7574,47232,1
57678,4262,436,124,51511,7938,2523,528,27578,23544,4986,6392,1
61635,714,125,26,48838,7671,3345,2646,27999,11387,6937,16177,1
9023,42955,10425,97,8025,45080,8749,646,4559,23235,31128,3578,1
57850,4013,496,141,45448,14626,2000,426,31014,13863,12698,4925,1
52449,8045,1526,480,45269,13927,2157,1147,37044,15392,6477,3587,1
39859,22392,248,1,17764,33868,9259,1609,3729,19676,24604,14491,1
60873,1328,171,128,48816,8835,3598,1251,28036,12060,8968,13436,1
61801,688,11,0,18834,36533,6774,359,1,13658,31576,17265,1
49652,12505,252,91,46326,13982,1705,487,26148,21010,10129,5213,1
21959,40446,95,0,14710,47066,722,2,12606,44669,3268,1957,1
62476,24,0,0,34627,21565,5719,589,6523,12045,19809,24123,1
50484,10286,1677,53,24391,20423,11392,6294,8565,8055,15031,30849,1
48117,14235,147,1,23562,33437,5010,491,9973,16879,21188,14460,1
28423,27905,4341,1831,34857,21803,3008,2832,18423,31853,5092,7132,1
61596,635,258,11,58309,2931,848,412,40854,11914,5694,4038,1
33805,21749,6611,335,26490,20012,12806,3192,16870,14162,19468,12000,1
60630,1313,470,87,48777,9805,2567,1351,34475,15041,6692,6292,1
61493,855,152,0,30843,27040,3071,1546,10969,2407,8510,40614,1
26491,27619,8390,0,13944,29573,17971,1012,10730,21293,15164,15313,1
45031,16263,1200,6,30357,21616,9556,971,21277,14651,7654,18918,1
59771,1790,590,349,50113,5400,2639,4348,16845,18963,13101,13591,1
23978,36409,2113,0,694,45543,15178,1085,272,27433,22179,12616,1
61419,941,138,2,30333,27440,3155,1572,9926,2481,8626,41467,1
61702,798,0,0,31773,29233,1494,0,5452,22134,20356,14558,1
61130,1366,4,0,24262,31477,6119,642,14650,6707,16685,24458,1
60291,1131,734,344,23657,35752,1423,1668,1593,13706,26868,20333,1
14821,34993,9066,3620,9236,39522,10598,3144,5935,34959,12836,8770,1
60860,1051,335,254,52511,5591,2806,1592,29423,11666,11404,10007,1
62348,152,0,0,58197,3335,964,4,34903,19634,5203,2760,1
61852,519,125,4,58413,3275,713,99,23746,30815,6052,1887,1
61384,530,418,168,57972,2678,1014,836,50845,5442,2782,3431,1
56863,4425,764,448,45713,11757,2927,2103,15883,25620,12986,8011,1
42932,14821,4712,35,37104,19309,6033,54,28882,22222,8284,3112,1
62279,220,1,0,42951,15389,3992,168,17524,14190,13936,16850,1
25276,31703,5381,140,14277,33700,12396,2127,6272,20769,18830,16629,1
37427,23311,1762,0,33261,23833,5191,215,27840,24018,5610,5032,1
39645,15122,7124,609,30876,19341,10876,1407,13223,22833,17387,9057,1
19313,27454,13812,1921,8519,38370,14316,1295,9636,38826,13349,689,1
62471,29,0,0,57555,4487,451,7,1548,35522,19866,5564,1
14898,42605,4997,0,7030,51037,4272,161,4328,39575,12972,5625,1
43499,18827,110,64,42695,19080,404,321,5666,28899,21431,6504,1
20694,41794,12,0,9994,51534,972,0,4263,34560,15791,7886,1
22651,39604,245,0,18529,42407,1559,5,11954,34049,13179,3318,1
60165,1669,470,196,31954,15869,12189,2488,20256,7821,11461,22962,1
3526,29586,13666,15722,3167,33560,10534,15239,1508,30226,19700,11066,1
17908,44105,473,14,47,53941,5459,3053,35,4741,35742,21982,1
62330,170,0,0,50437,8430,3121,512,35138,12319,6968,8075,1
37322,17366,7388,424,24730,13299,19363,5108,16778,10739,17791,17192,1
24562,26557,7143,4238,18767,33526,5162,5045,14471,34553,6474,7002,1
62500,0,0,0,20444,37699,3438,919,0,2296,7301,52903,1
3331,34363,22532,2274,3607,31213,24821,2859,3067,26964,27414,5055,1
62368,130,2,0,61330,1089,80,1,8522,47571,5475,932,1
62285,187,28,0,42605,19079,769,47,12550,22775,19243,7932,1
10890,41457,6316,3837,2211,48964,11313,12,263,37995,18659,5583,1
61242,1111,107,40,35326,16992,7485,2697,9463,19188,13006,20843,1
61887,574,39,0,49147,4633,6966,1754,16517,9330,24823,11830,1
31153,16006,7424,7917,28791,16744,7814,9151,21196,19621,9071,12612,1
40164,21030,1306,0,25579,26026,9725,1170,12153,26059,11122,13166,1
44687,15726,1869,218,23881,32833,3755,2031,11819,39262,6689,4730,1
25782,24184,12534,0,22614,27909,11638,339,16816,26948,15410,3326,1
30537,30894,1062,7,24075,21931,16366,128,21205,15389,16855,9051,1
10464,21193,25152,5691,5501,22552,27779,6668,7472,17282,28279,9467,1
29749,26758,5517,476,1357,35307,21929,3907,473,16777,29148,16102,1
52279,10184,36,1,31209,29345,1832,114,23018,10274,11123,18085,1
56686,5687,121,6,52911,8380,921,288,40925,8052,7264,6259,1
32003,29703,794,0,17597,40716,4163,24,4053,27791,17722,12934,1
62138,361,1,0,37140,19424,5662,274,10990,13787,15314,22409,1
62386,114,0,0,48401,12759,1305,35,17702,15656,15060,14082,1
42830,18137,1486,47,31346,26589,4461,104,22225,21444,10306,8525,1
59932,1634,480,454,49119,8220,2928,2233,24085,14726,10636,13053,1
60709,1771,20,0,40250,10517,7746,3987,6716,17675,14592,23517,1
52479,5448,1648,2925,42565,10251,4567,5117,32369,9482,9304,11345,1
59999,2070,316,115,44562,10160,5464,2314,26790,11999,10702,13009,1
59401,1803,471,825,48632,6897,3273,3698,34386,10073,7187,10854,1
61750,479,243,28,49216,12084,817,383,12564,23358,17397,9181,1
16176,30298,13277,2749,19647,32306,8843,1704,25584,22290,8810,5816,1
55787,6546,161,6,33073,23460,5314,653,7256,21178,14472,19594,1
61143,1331,26,0,53778,7475,1084,163,34437,13549,6773,7741,1
54228,8010,262,0,50882,9349,1410,859,24094,16782,11640,9984,1
26101,31399,4735,265,23395,32792,5390,923,17545,27800,8147,9008,1
11748,28076,22676,0,6289,19993,31080,5138,9425,8370,32168,12537,1
24304,37418,778,0,9990,42252,10216,42,6244,40241,8653,7362,1
53135,4772,1689,2904,43586,9468,4343,5103,34684,8448,8427,10941,1
5457,56186,857,0,211,55671,5644,974,13,25515,29674,7298,1
14400,39714,7499,887,6747,35480,13951,6322,4304,23108,19221,15867,1
26660,19882,14466,1492,17135,24973,14570,5822,21881,14069,17802,8748,1
60548,1951,1,0,32013,27305,3172,10,8756,13757,18978,21009,1
29925,31781,762,32,33760,25462,2428,850,20284,27962,8879,5375,1
57661,4597,242,0,19479,28279,14365,377,10535,5428,17541,28996,1
28436,33945,119,0,19794,35547,7035,124,12212,25546,12621,12121,1
60525,1623,339,13,53704,6293,1209,1294,19656,28518,7692,6634,1
42998,19496,6,0,23660,36554,2257,29,20642,21560,9583,10715,1
4738,37548,20008,206,4979,38309,18665,547,4972,38061,16168,3299,1
60126,1734,585,55,50027,10132,1173,1168,21101,23518,14792,3089,1
55125,6098,802,475,26158,26709,6202,3431,7395,17002,19270,18833,1
21393,37526,3581,0,8491,41240,12368,401,5436,39095,8478,9491,1
7556,40787,14133,24,10271,30715,20397,1117,14853,23818,14008,9821,1
2681,17232,39913,2674,550,9413,43840,8697,142,8260,28910,25188,1
19827,39428,3242,3,22407,39142,897,54,33441,27917,802,340,1
26551,35245,576,128,17586,40027,4253,634,12152,33991,13669,2688,1
37027,21018,4371,84,21994,31763,8503,240,16575,35055,9057,1813,1
58913,2735,761,91,50095,6971,1999,3435,19258,22621,9026,11595,1
40728,21728,44,0,6193,45322,10129,856,655,22358,31767,7720,1
52000,10357,137,6,41416,20241,770,73,9119,36400,12538,4443,1
4537,35134,20845,1984,4566,32962,22410,2562,3780,28021,26204,4495,1
58508,2938,654,400,30217,26867,4398,1018,9014,17338,19994,16154,1
8592,29176,24407,325,5289,23614,30236,3361,9519,11424,34301,7256,1
19674,13317,15335,14174,2744,15857,28927,14972,325,7960,24305,29910,1
17802,37113,7492,93,619,41871,19378,632,29,21417,34358,6696,1
5430,21838,26128,9104,5572,24489,25074,7365,2889,19403,28318,11890,1
7001,19422,20096,15981,9236,20391,19641,13232,7367,20014,19701,15418,1
34356,24762,3376,6,27589,21016,10135,3760,19520,18944,11774,12262,1
38679,22125,1641,55,29991,22615,7057,2837,24668,15001,12625,10206,1
47549,14570,381,0,23146,31426,6999,929,10766,15380,19346,17008,1
47877,12019,2604,0,38561,13418,7078,3443,27663,16352,7872,10613,1
59471,3025,4,0,45045,16138,1286,31,25233,19873,11057,6337,1
60828,1496,162,14,26776,30938,3999,787,2623,12720,25284,21873,1
37279,22760,2451,10,28848,22725,8099,2828,22140,19371,11064,9925,1
14198,28363,19399,540,12764,31291,17672,773,12150,30550,17653,2147,1
8978,40246,11960,1316,5288,37234,17841,2137,7648,21117,30569,3166,1
35704,26453,311,32,22135,35809,4080,476,2181,14408,29161,16750,1
59588,2696,167,49,37976,23536,704,284,7270,11545,24500,19185,1
12466,27452,20939,1643,7710,32377,21121,1292,6250,36218,12453,7579,1
12651,19009,17541,13299,10606,21501,21005,9388,25648,16776,11426,8650,1
45777,13867,2844,12,22938,28884,9322,1356,8231,15529,26906,11834,1
42945,18647,897,11,7264,20415,24675,10146,0,5071,19471,37958,1
45834,16665,1,0,14925,46211,1327,37,3295,37456,9459,12290,1
54774,3811,3074,841,46691,7854,3995,3960,34984,13220,7892,6404,1
56541,5959,0,0,10458,50696,1346,0,162,26722,10680,24936,1
59616,2882,2,0,44064,12520,5912,4,31259,12122,9309,9810,1
59848,1864,628,160,51254,7952,1759,1535,30717,18853,8399,4531,1
61726,744,30,0,48032,8494,4082,1892,5299,30513,14591,12097,1
59487,2542,470,1,34559,12679,7595,7667,5221,16959,17375,22945,1
11341,25272,14003,11884,7352,27857,17467,9824,5310,28495,19596,9099,1
54146,8275,79,0,42430,17310,2716,44,25425,11574,9882,15619,1
56779,5716,5,0,51507,9487,1452,54,32361,15657,7489,6993,1
16175,39762,6563,0,6985,38098,17409,8,3846,19701,21548,17405,1
60999,1357,144,0,54076,4759,2183,1482,29182,13477,6702,13139,1
52278,10219,3,0,29432,31118,1706,244,7310,25074,15338,14778,1
42354,18999,1088,59,35917,19602,3970,3011,33247,15908,5730,7615,1
47302,13375,1678,145,40893,15003,4099,2505,35288,15922,3812,7478,1
39882,18111,4315,192,38927,19263,4063,247,34406,20445,6000,1649,1
41190,20572,532,206,46724,13063,2027,686,40523,13848,5766,2363,1
46143,13424,2077,856,42383,13385,4954,1778,33564,14348,9517,5071,1
62004,494,2,0,27977,24382,9446,695,8150,10655,12856,30839,1
62364,136,0,0,34981,21884,5522,113,15987,11009,10558,24946,1
8520,44396,9302,282,4940,45849,9524,2187,5400,38380,12512,6208,1
15890,43803,2650,157,20386,33768,5151,3195,24218,12631,8184,17467,1
19540,42210,711,39,33225,25881,2770,624,30859,12113,5675,13853,1
52995,9403,93,9,53926,8150,237,187,35723,14787,10213,1777,1
28580,21560,10542,1818,10217,6198,25552,20533,3677,5836,4634,48353,1
52093,9258,1103,46,10448,19940,28453,3659,81,7091,17371,37957,1
