17879,13740,30304,305,171,81,13,7,16859,12212,28506,1652,975,767,598,931,14293,5825,29247,2946,2121,1796,1553,4719,1
58983,2779,542,157,37,2,0,0,40210,13556,5421,2374,701,207,29,2,21729,12300,10528,6095,4661,3425,2507,1255,1
57043,1912,1005,557,469,436,476,602,5990,8198,14129,13607,10777,4788,2443,2568,848,3381,3787,5087,7353,10211,6576,25257,1
842,40658,20862,138,0,0,0,0,0,15842,34514,12005,137,2,0,0,0,5096,32544,16649,6420,1320,389,82,1
514,21070,23853,17063,0,0,0,0,0,7469,20272,18077,16583,97,2,0,0,635,16520,15417,12229,13311,3645,743,1
56790,3182,1083,579,367,326,112,61,3577,19935,20418,12745,3745,1179,669,232,3333,205,1292,10441,11861,10291,8752,16325,1
971,4041,21554,33082,2852,0,0,0,16,1777,10078,22052,27300,1277,0,0,0,742,3500,15444,20418,19989,2084,323,1
20070,31154,4910,2012,1196,870,878,1410,4785,3328,17661,19529,6989,2699,2023,5486,1634,2751,1357,3627,11389,17532,9510,14700,1
7340,11187,9653,8605,10899,7557,2626,4633,2307,7140,8884,7503,8160,10600,11667,6239,1437,3923,3323,4217,3932,6230,12188,27250,1
60900,637,387,283,188,67,25,13,44538,8996,3966,2103,1670,657,348,222,24940,17221,7117,4283,3012,1501,1448,2978,1
33398,13278,9720,4268,1760,76,0,0,10359,15858,11844,11181,8674,3818,766,0,1829,9116,7099,10913,11987,11592,8465,1499,1
31744,17750,11517,1213,205,61,10,0,22180,16586,15293,6824,538,419,329,331,12783,16351,13275,11757,4757,1227,784,1566,1
44707,10035,2092,1579,1539,1103,788,657,32244,9412,4812,4977,3362,2525,2749,2419,7903,17412,6059,4987,4087,3555,3843,14654,1
61872,364,139,71,42,12,0,0,41277,13677,4990,1436,404,259,265,192,13519,15992,10872,8519,4122,3972,2369,3135,1
61544,645,166,71,50,20,4,0,39482,9235,4682,4954,2690,1126,249,82,12812,15419,17056,2335,1549,1788,2184,9357,1
34572,15752,7301,2840,981,554,281,219,13968,23183,14517,5500,3037,1380,545,370,7816,16335,13556,9392,5380,3504,2706,3811,1
57139,1915,1250,898,442,286,255,315,31270,6655,6644,5371,3886,3593,3051,2030,20075,8241,4074,3484,3030,4017,3530,16049,1
61006,655,333,187,134,90,71,24,46064,6051,4518,3713,871,583,367,333,37964,6141,3071,3243,2752,2193,3395,3741,1
56777,2437,863,574,407,352,390,700,1215,7964,13216,18971,11514,4994,1874,2752,0,35,1033,3573,5791,7917,11871,32280,1
61249,858,196,102,56,30,9,0,34345,18508,4759,2814,1095,629,243,107,10255,7817,9183,16471,7473,3735,4050,3516,1
23644,27301,5165,2435,1451,1154,874,476,4378,10622,20620,14967,5117,2902,1825,2069,0,3171,5998,5186,9235,12126,10317,16467,1
40410,6046,5067,4276,4572,1612,360,157,3570,6416,9107,9587,6198,5676,7809,14137,0,1924,2632,2962,2834,4051,8651,39446,1
61708,602,144,37,9,0,0,0,20765,19371,10086,7717,3373,901,232,55,5007,7409,8000,8484,7736,8499,9345,8020,1
60806,995,224,153,141,161,20,0,21528,29006,7580,2754,1069,219,163,181,11788,4096,14031,16287,5619,5467,2330,2882,1
61448,801,192,53,6,0,0,0,51899,4833,2727,1331,734,492,437,47,13546,24709,9717,3524,2682,1964,2055,4303,1
23108,24283,13745,596,372,251,129,16,5683,15502,22722,12766,2524,1542,928,833,2193,4336,16227,14374,10444,4324,3281,7321,1
4465,16254,5798,2603,3910,1984,1896,25590,12966,11214,1913,920,3204,3692,2235,26356,12593,8577,2458,973,1166,2121,18771,15841,1
19617,26414,12688,3321,305,121,31,3,17478,17471,14142,6478,2777,2105,1299,750,14153,10269,8838,12593,3561,2205,2432,8449,1
6548,10518,12884,18032,12040,2099,379,0,2278,12503,14091,21860,7829,3487,433,19,738,8341,5849,19183,9907,7566,6035,4881,1
49464,4871,2351,1679,1415,1644,979,97,40828,6674,3650,2954,2190,1953,1919,2332,17756,18594,7139,5128,3901,3119,2587,4276,1
5143,12578,10589,19626,11853,2428,283,0,1786,13229,15132,21153,8921,2014,257,8,1230,10316,6833,18925,13482,5318,3669,2727,1
10370,29586,22539,5,0,0,0,0,346,18049,10558,22622,10706,219,0,0,2,11831,7605,2718,7724,15848,13782,2990,1
60807,1492,153,35,12,1,0,0,19994,18783,15000,8239,361,96,26,1,12008,4099,7035,10649,9300,8219,8026,3164,1
59055,1926,567,292,215,215,110,120,40296,4502,3188,3038,2848,3290,2965,2373,23638,5167,8440,4397,3389,3509,4339,9621,1
18007,38217,5704,396,150,21,5,0,16170,1079,8993,20909,10866,3512,632,339,7952,7928,1081,363,2321,11160,7761,23934,1
23561,11964,11710,6502,6130,1813,401,419,11388,4566,5221,7103,10282,12006,8934,3000,6761,5653,2012,2200,3191,4449,7721,30513,1
9826,14993,16114,10865,5727,4705,270,0,3563,12027,18997,18248,7180,2435,50,0,1716,8153,19013,16418,10538,4894,1523,245,1
20836,31443,4481,1858,1052,753,797,1280,5553,3061,18187,20314,6194,2457,1804,4930,2042,3132,1202,3405,11836,19029,8663,13191,1
5610,18372,19934,18443,94,40,7,0,20291,38630,2285,841,260,116,57,20,11977,42828,2540,1725,1219,905,915,391,1
56985,4264,1192,58,1,0,0,0,27283,16448,6527,3905,2877,2678,1993,789,3549,6231,5481,11986,6412,6091,6316,16434,1
26683,14375,21081,239,74,38,10,0,11105,12491,32547,5067,815,254,141,80,933,7074,14570,16020,9564,7626,4549,2164,1
54507,2924,2838,1457,440,143,97,94,26673,9787,7126,7320,3680,3473,2714,1727,441,5284,12317,6793,5525,4513,6149,21478,1
47020,5830,2607,1664,1346,1356,1429,1248,14777,2902,3735,5087,6383,5346,6762,17508,7963,2951,2092,1878,1903,2535,3225,39953,1
54699,4071,1731,809,536,393,228,33,34689,11163,7346,3695,1988,1338,1045,1236,8444,12755,5787,6095,5754,6426,5695,11544,1
62312,188,0,0,0,0,0,0,11487,37175,9681,3036,951,145,25,0,0,4184,16690,16510,6674,5446,3243,9753,1
40652,8600,5972,3158,1661,1429,642,386,23623,12056,8646,5132,4369,2166,2029,4479,8983,10542,6799,6717,6691,5920,5595,11253,1
6689,12307,25559,13104,4637,203,1,0,6848,13593,23882,10532,4838,2422,308,77,6286,13575,22380,8160,3865,4092,1365,2777,1
57525,1930,917,597,489,415,416,211,39074,15310,2792,1566,1074,907,796,981,23337,11245,13895,6040,2134,1570,1334,2945,1
8738,12326,17743,14578,5879,2020,917,299,4712,10541,13522,16353,9358,4304,2515,1195,4125,7588,7687,10859,8973,7493,7297,8478,1
22486,26232,10196,2896,413,248,29,0,8971,19651,18855,8563,4611,1275,528,46,4698,11996,13480,10586,7397,4834,3900,5609,1
4130,13237,7660,7423,11401,11070,5066,2513,1849,4243,10643,15796,13164,10933,3765,2107,1507,5007,11649,15453,15055,8915,2977,1937,1
21276,15010,14437,7916,2171,1228,462,0,26488,9616,9486,7701,5276,3254,671,8,21381,8577,7747,7330,5962,4075,3367,4061,1
45297,11159,2565,1797,704,597,216,165,29334,8299,8054,8089,3880,1934,1769,1141,23278,4283,5940,5419,5464,4346,4692,9078,1
55177,6935,361,27,0,0,0,0,18305,11234,16852,12322,3314,346,97,30,4797,4312,3861,4444,4780,6583,11209,22514,1
35064,18855,6466,1764,342,8,1,0,32142,9570,8200,4243,2874,2711,2385,375,6439,7089,7811,6788,5605,6457,8759,13552,1
41256,18743,1285,547,301,172,138,58,22519,25734,7690,3092,1593,965,476,431,7683,10924,11984,8953,7221,5600,6093,4042,1
20049,16502,8464,4225,3385,2270,1354,6251,7667,18477,10022,7200,4955,3605,2464,8110,0,792,7889,11332,9560,8019,8978,15930,1
21101,7823,9474,12227,5769,1980,2463,1663,12537,11155,16125,13290,3292,1935,2499,1667,5148,12622,16125,8485,5472,5177,5724,3747,1
30679,27845,3091,447,268,133,37,0,20566,18938,11907,6612,2572,874,531,500,14901,10298,6436,6822,6617,5749,4875,6802,1
596,18176,18557,11461,7442,5910,358,0,44,13898,14202,15528,9534,7801,1274,219,9,9429,4538,6845,16190,15544,6416,3529,1
58739,2520,519,223,187,171,117,24,37962,17871,3612,1552,540,308,258,397,6859,3673,6055,17136,15013,6672,3258,3834,1
20297,11987,1806,26853,748,461,347,1,20873,10198,26929,1526,884,543,566,981,8177,13264,26895,7559,1514,1154,1291,2646,1
3979,10917,12983,16100,12876,5296,348,1,3881,7839,7634,7518,9915,9949,10095,5669,2091,4712,5696,5442,6850,7106,8943,21660,1
9602,31808,18397,2655,38,0,0,0,2829,24757,23562,9373,1753,216,10,0,786,10519,9962,9262,9498,7364,6651,8458,1
5118,27817,23656,4676,915,263,49,6,9099,27687,20264,3841,1015,424,124,46,13389,22595,18746,4843,1516,655,393,363,1
5571,8810,12553,14382,12844,5842,2129,369,2670,6541,11628,16070,15166,6467,2392,1566,1515,4667,11059,15925,14165,6440,3496,5233,1
755,11507,19672,15009,9057,4230,1650,620,28,2869,13783,19424,15534,6940,2529,1393,138,3049,14303,15842,13077,8677,4419,2995,1
3308,22096,33712,3384,0,0,0,0,2517,8385,39637,10497,1264,195,5,0,3742,5768,7633,22488,7034,3897,4998,6940,1
6037,17700,11294,7039,6713,6153,4613,2951,875,9557,17363,9184,7048,7558,5857,5058,218,3187,13085,13397,8080,7540,8360,8633,1
61,9220,30523,13818,7232,1604,41,1,2271,20742,16079,7637,7469,4182,3229,891,93,3177,6555,9035,11051,8329,11455,12805,1
39,1496,10431,31533,18992,9,0,0,0,18,2986,21021,36649,1823,3,0,0,1,498,11703,37167,11194,1795,142,1
58207,2382,1127,519,176,70,14,5,9127,14083,17205,14695,4105,2099,905,281,105,4052,5823,2641,2789,7636,14587,24867,1
56569,2886,1470,819,418,237,95,6,37817,9375,5589,3889,2447,1524,1019,840,5,7755,17026,10734,5794,5873,5225,10088,1
57325,4358,692,101,22,2,0,0,45538,10057,3090,1963,1127,480,155,90,30833,6486,5612,5351,5067,3199,1950,4002,1
54640,6572,1118,146,23,1,0,0,32515,16130,7376,3747,1920,645,144,23,10386,12575,10155,8286,6299,5643,5065,4091,1
2058,15456,24070,14853,4721,1246,96,0,204,8240,23033,17508,8933,3548,1007,27,68,6295,19605,15622,9826,4807,3470,2807,1
59294,753,779,666,527,330,143,8,12099,20562,8755,5405,4202,4442,4220,2815,761,1161,5526,14409,8914,5449,6702,19578,1
61596,398,236,196,46,28,0,0,50719,4982,2010,1589,1234,695,522,749,8619,13247,5690,4982,4498,4173,5087,16204,1
2532,17675,25861,11431,3767,1125,109,0,25,7111,25388,16553,5346,6958,1107,12,24,4911,20311,19172,5038,3613,9184,247,1
49440,4337,2933,2753,1620,769,490,158,44799,5993,2720,2025,1951,1898,1984,1130,27241,11562,5870,4822,2697,2301,2377,5630,1
3390,5401,10333,13825,16055,7746,1641,4109,2495,6676,10308,11450,14996,10147,2180,4248,2251,5972,8279,8949,10882,14546,5730,5891,1
44398,16361,1595,132,13,1,0,0,7439,18714,20327,11557,3281,957,207,18,231,1074,3284,6441,7232,11979,9702,22557,1
5049,46017,10473,781,142,34,4,0,3707,31397,19152,7099,848,213,76,8,3548,9084,13483,14314,8799,6954,5052,1266,1
13222,19015,9976,5897,7858,6248,283,1,1344,21481,16250,7767,10150,5243,206,59,542,10742,13886,10609,10892,10089,4731,1009,1
58162,3517,592,129,59,25,13,3,40204,11896,5043,2197,1148,772,598,642,11643,13603,14169,6635,3830,3112,3494,6014,1
20384,11087,6120,20718,4140,30,20,1,24838,9636,11311,12446,4127,50,31,61,24212,10793,9853,8004,8127,735,310,466,1
57493,4381,448,80,54,23,21,0,32160,24380,4128,1110,458,129,69,66,3916,8029,10291,17517,13329,5625,2234,1559,1
28847,16089,14271,3259,33,1,0,0,16335,9373,9236,13679,10005,3560,312,0,2154,8477,4242,4478,4296,4241,6133,28479,1
17947,8126,3564,5514,10652,15625,1070,2,18570,13256,24383,4571,866,421,263,170,15076,15168,18932,8237,2266,1324,825,672,1
47703,7749,4012,1710,686,385,230,25,16448,23005,10219,4476,2802,2067,1795,1688,4582,5533,8432,8198,11097,8689,5598,10371,1
54845,6326,1000,247,70,12,0,0,22206,11777,9175,8969,6887,2005,903,578,9390,3743,2515,2156,6107,7820,7479,23290,1
56795,4210,958,361,102,67,7,0,13851,17615,11006,9788,5669,2534,1420,617,132,3320,4713,8258,10972,8113,9018,17974,1
8179,46453,7234,515,56,39,18,6,7102,21774,23275,5061,3481,1648,113,46,3939,8784,5060,6191,10534,17340,8119,2533,1
