53765,3165,1594,1011,733,574,357,265,245,203,228,174,89,70,19,8,6410,10034,16374,7626,4367,4893,4697,3441,1864,1024,548,336,235,283,205,163,1713,2780,2029,3813,5765,7216,7822,4630,3320,2682,2208,1919,2228,2955,3159,8261,1
60282,1312,383,174,104,81,70,45,23,18,5,3,0,0,0,0,51537,4693,1711,930,707,546,573,477,410,292,213,135,106,82,54,34,30007,6939,5081,4129,2353,1802,1531,1700,1598,1145,896,798,733,682,782,2324,1
27967,12571,7565,4295,2615,1886,1537,1164,861,657,469,345,252,173,93,50,10455,10888,8731,7158,6014,4620,3631,2852,2096,1436,1087,933,766,704,544,585,217,2649,4473,4941,5456,5445,5023,4470,4204,3905,3550,3417,3268,3178,3071,5233,1
2076,6001,9505,8212,6096,5718,5399,5385,4890,3528,2277,1437,765,469,351,391,128,884,2973,6962,9417,8805,7967,7644,6658,4643,2706,1520,890,525,383,395,95,475,1543,3648,7085,9180,9948,8865,6230,4273,2876,2301,1981,1690,1359,951,1
888,3701,9169,11117,9562,9304,16143,2455,141,19,1,0,0,0,0,0,29,2681,9596,11462,11841,8287,10434,6777,858,200,174,82,55,20,3,1,35,2681,9297,8814,8684,8647,4681,5578,6011,3543,2866,642,160,156,211,494,1
51887,8478,1422,278,100,78,55,34,31,37,23,13,23,9,14,18,23605,10656,11304,6723,4055,2203,1326,846,649,454,132,123,118,121,74,111,3950,5131,3909,3849,4419,4064,3927,4145,5137,4839,3763,3632,3536,2416,2312,3471,1
48376,8098,2706,1016,549,352,213,181,182,157,124,115,110,89,108,124,30527,12146,6127,3443,2123,1677,1635,1214,871,637,465,375,275,296,314,375,4045,6237,6649,7334,5586,4550,4158,3829,3056,3027,2480,2471,2378,2468,2042,2190,1
20994,29178,8910,1142,615,404,327,274,203,182,124,77,39,26,5,0,18069,2217,1472,2454,10724,11729,4882,2068,1610,1757,1636,1045,903,703,901,330,16144,2044,1316,809,693,1070,2806,6378,7007,6035,4464,2886,1977,2027,5648,1196,1
33401,6331,5305,3919,7468,4858,492,218,173,155,114,43,13,10,0,0,18587,4081,4412,7406,7123,9939,7326,1170,614,460,367,248,212,204,178,173,11990,2719,1804,2250,1967,3515,9553,12779,2817,2144,2066,1833,1716,1590,1438,2319,1
51957,5463,2153,1180,651,428,262,172,114,55,43,16,6,0,0,0,23003,17427,9061,4823,2376,1589,1252,854,646,471,335,237,139,133,95,59,2067,5777,9952,10464,8154,5704,4736,4201,2770,1867,1656,1213,997,836,775,1331,1
51697,3684,1908,1234,681,444,334,248,219,211,166,191,165,205,253,860,30778,10902,4016,2702,2549,1979,1565,1310,1169,1056,709,626,478,387,384,1890,7881,11120,9274,5205,3980,2823,2365,1992,1615,1603,1773,1769,1700,1555,1801,6044,1
38136,10952,3526,1773,1153,834,770,698,702,568,631,600,572,560,607,418,16920,13207,8883,5956,3296,1960,1578,1386,1033,830,728,779,829,935,1841,2339,6324,3112,5560,4055,5480,4677,3739,3929,4318,3044,2825,2066,1830,2032,3668,5841,1
15,63,168,397,11606,13101,8883,10334,7206,4626,3740,2039,310,11,1,0,0,10,131,12658,876,200,9724,17635,6797,939,1144,3215,3884,4630,543,114,436,9825,1958,658,332,237,3796,9978,4939,2665,1981,1916,2367,3463,7601,10348,1
32714,22570,3967,1310,616,383,260,161,131,105,81,57,62,34,33,16,39166,13687,3467,1795,1092,697,568,455,356,263,205,189,147,121,115,177,6654,19574,11965,6188,3812,2832,2121,1753,1441,1190,1095,900,716,610,537,1112,1
3746,6889,9442,8474,6681,5124,3897,3014,2720,2516,3056,2921,2648,1348,24,0,326,2178,5176,6662,7377,7670,7904,7425,5720,4714,3797,2936,591,21,3,0,536,2241,4319,5493,6343,6774,7473,7759,7069,4025,2913,2412,2093,1824,1037,189,1
25612,17577,8392,4949,3604,1581,506,179,42,19,13,13,11,2,0,0,2890,9295,12192,14522,7291,5922,5246,3770,969,243,63,37,28,11,19,2,0,342,2748,4592,3328,5584,4759,4959,4765,4257,3452,3202,2889,2995,3365,11263,1
15908,31439,8910,2920,1339,578,301,196,150,145,145,147,123,87,59,53,35,5331,23672,11612,6931,4756,2874,2055,1528,1058,750,473,340,277,264,544,0,146,3341,6122,8770,8375,6557,5735,4639,3928,3681,2905,2158,1811,1585,2747,1
30360,14905,9689,4831,1705,638,247,88,30,6,1,0,0,0,0,0,15624,6660,7392,7568,8105,5474,4653,3529,2263,950,266,10,2,4,0,0,4652,5362,3434,2159,1768,1789,2011,2139,2826,3377,3635,4061,4992,7986,7226,5083,1
5953,17020,6323,4080,17614,11098,112,79,60,43,32,23,15,16,14,18,3079,19192,29049,6213,912,718,587,539,561,625,427,320,95,50,48,85,237,7378,30669,8464,3970,2423,1965,1259,757,608,471,473,479,438,566,2343,1
31489,889,845,28476,416,65,57,37,29,24,24,30,23,21,29,46,24988,4861,16597,14138,426,215,198,158,136,90,95,99,88,67,82,262,5075,8242,20561,16510,5195,1803,1111,700,495,354,307,268,215,207,255,1202,1
365,13814,8541,11859,18953,5628,3004,196,49,31,29,19,10,2,0,0,192,13400,4762,10268,30517,2789,132,69,70,51,33,41,42,36,45,53,95,10911,4889,1177,791,9987,19439,10111,2464,1540,447,183,145,66,57,198,1
108,515,4073,5691,5030,8368,8998,7864,4526,8132,5474,495,747,863,979,637,52,348,4743,7533,551,28,1442,19958,8339,8565,3502,1044,1067,1030,2246,2052,37,280,4148,6732,1514,364,130,37,116,3053,13661,8685,5129,3824,4432,10358,1
24386,31018,6334,288,179,110,70,38,24,28,17,7,1,0,0,0,43562,14306,1470,839,695,459,328,246,141,158,95,84,42,30,21,24,22355,5892,5726,6963,4719,3702,2653,1585,1238,1068,889,766,715,730,837,2662,1
15,229,1263,6342,14788,37046,1839,592,386,0,0,0,0,0,0,0,0,19,3210,9325,727,21588,14624,3979,3154,2287,1504,1493,586,4,0,0,0,256,10239,1507,402,6255,10526,9818,5475,2072,2166,2560,4941,5815,465,3,1
5261,16358,12030,10675,9135,4130,1799,1165,790,590,354,151,50,12,0,0,5,2913,6736,5738,4754,3844,3582,3415,3280,3265,3358,3112,3199,3114,3122,9063,0,8,687,2739,3133,2840,2880,2794,2751,2407,2326,2502,2754,3209,4814,26656,1
2987,7280,9870,11579,13409,9064,4392,2508,771,304,148,92,66,19,11,0,357,3932,8247,10294,14159,9225,4451,2921,1344,1033,1049,934,847,842,936,1929,15,1070,3566,6028,8903,13579,10359,4486,1799,1348,1154,1087,1084,1156,1639,5227,1
35,252,1195,3715,6534,8477,11340,10729,9692,3224,2095,1959,1327,1133,582,211,1,17,193,1185,3550,6740,8845,9549,12817,9046,4222,2980,1972,1076,264,43,3,26,245,1300,3128,4584,3962,3051,5790,7994,4020,3767,3451,3483,4250,13446,1
46022,9160,4294,1775,577,269,126,70,59,31,27,29,16,34,11,0,1182,9881,13333,5956,5252,4269,5262,4988,2832,2344,2007,1646,1201,950,747,650,0,0,930,2639,2947,5826,6155,4180,3947,3873,3277,2930,3137,4064,4545,14050,1
630,15828,16672,29207,82,34,23,9,9,3,2,1,0,0,0,0,550,17815,30616,12686,567,110,57,42,19,20,8,4,4,2,0,0,12198,9809,24294,5904,2381,2696,2233,1058,766,430,240,156,122,103,24,86,1
60973,839,236,133,74,53,35,38,33,22,20,19,19,6,0,0,55041,3457,1804,856,360,212,174,127,94,86,58,45,40,42,45,59,38651,8022,5444,3350,1746,1121,913,718,508,351,346,265,228,210,179,448,1
58811,3170,216,107,52,39,27,26,24,13,14,1,0,0,0,0,47656,8633,2297,1086,973,674,399,274,140,113,61,40,49,36,37,32,13022,4373,5724,6300,6378,4822,4642,5668,3007,1423,1320,1145,1048,813,952,1863,1
7377,28430,15339,5818,2403,1253,744,395,208,136,99,89,74,44,39,52,96,7583,11653,12537,11651,6069,3952,2778,1732,1153,772,587,505,431,412,589,0,771,4941,4752,3555,3931,4075,5590,6927,6447,5077,3763,3180,3308,2732,3451,1
58877,970,411,299,294,264,282,281,324,268,157,45,16,10,2,0,42610,11955,2571,1097,766,503,350,282,249,247,252,294,461,408,259,196,12603,1226,1812,6126,3659,4949,5480,4512,3342,3382,2955,2573,2099,1599,2014,4169,1
0,0,0,207,3728,14912,24652,18099,183,159,148,119,146,118,29,0,0,0,1796,14366,14946,28460,1246,452,270,172,147,131,113,131,123,147,0,0,632,9783,6675,8250,27074,4669,1768,971,625,434,348,303,245,723,1
60154,915,404,230,197,169,108,110,77,59,38,23,15,1,0,0,56440,2093,819,560,466,360,313,256,224,213,170,177,136,116,96,61,41927,7674,3657,2121,1527,1121,667,475,386,361,314,285,327,299,363,996,1
368,3949,19440,3148,1138,1105,1116,2509,4554,6608,4331,7618,6607,9,0,0,2392,20258,3043,434,321,476,6632,22099,2354,1678,1337,670,394,247,111,54,13985,10831,6493,3862,2450,2660,2962,3293,2499,2492,2045,1186,983,954,1224,4581,1
61477,923,86,14,0,0,0,0,0,0,0,0,0,0,0,0,57835,2085,1546,441,239,119,135,82,18,0,0,0,0,0,0,0,56683,946,578,498,411,339,312,347,370,304,268,272,338,291,245,298,1
20,157,5325,22805,14267,6497,5028,3811,3039,1394,152,5,0,0,0,0,0,2,1397,14374,18990,10931,6727,4775,3619,1273,242,93,49,28,0,0,0,196,4948,10802,10812,11874,9208,6130,2397,1458,1035,759,459,403,501,1518,1
360,25068,8761,1270,1253,2339,7240,4127,10515,1389,137,37,4,0,0,0,1699,31772,1542,974,14070,7953,1920,617,444,475,386,210,121,102,91,124,9675,27946,4815,2513,3851,3426,1932,1623,1347,1030,859,611,396,413,464,1599,1
53810,3552,889,562,451,360,307,314,267,263,269,318,355,358,263,162,44114,10116,2271,1064,677,532,410,357,288,287,307,280,257,339,425,776,21949,19173,6334,3046,2058,1579,1286,940,786,693,659,573,503,438,508,1975,1
61229,743,248,137,72,40,17,9,3,2,0,0,0,0,0,0,59762,846,497,417,321,295,130,81,49,47,23,11,6,12,3,0,29534,4742,3742,3228,3066,3281,2417,1978,1584,1137,973,905,935,1121,1039,2818,1
36706,4598,5762,5055,2637,2082,1445,1004,778,421,313,241,271,292,355,540,15805,2693,4906,5590,6121,5284,5578,6633,3526,2230,1261,800,402,311,330,1030,12977,1008,1004,1100,1767,2597,2956,3779,5288,4641,4559,5663,6490,3050,2074,3547,1
4502,12361,19552,11818,7852,4245,1264,174,85,92,90,204,177,78,6,0,4157,9836,11201,13110,10778,6512,3137,1436,748,410,219,187,307,287,172,3,3329,5590,9353,10406,11669,7449,4396,2826,1780,1237,1069,629,491,603,650,1023,1
7446,7070,17598,14068,9307,3224,1379,960,966,372,82,12,9,6,1,0,171,4639,13928,11007,10054,10012,6404,2086,1499,1071,438,295,221,212,289,174,60,4232,11178,6380,5746,4328,3367,3058,4340,4642,3340,2023,2489,2002,1716,3599,1
36912,9069,4053,2003,1292,839,604,488,502,497,424,433,469,552,683,3680,10563,9125,6555,5689,4125,3461,2713,2258,2534,2584,2065,1349,1130,982,1037,6330,3487,3145,3228,3956,4056,3694,3304,3252,3407,2650,2606,2410,2313,2116,2289,16587,1
841,4547,39104,11945,5855,69,41,31,23,19,10,12,3,0,0,0,18,1421,33813,15130,7610,4205,97,67,41,29,20,16,16,10,6,1,3,845,17879,12738,16528,8758,4321,346,266,191,147,131,124,94,65,64,1
59841,1044,268,140,106,80,98,78,71,62,93,93,119,150,179,78,43936,11776,3873,981,354,243,149,126,95,91,72,71,91,102,155,385,27447,14037,6558,3578,2835,2181,1537,1093,546,465,342,232,235,252,223,939,1
51393,6105,1614,511,234,193,181,193,145,163,165,193,229,306,377,498,24759,4692,5639,5242,4838,3982,3097,2440,1924,1737,1090,593,410,303,391,1363,6905,3456,3593,2920,3247,1998,2091,2342,3114,3329,3829,3736,4681,4776,4622,7861,1
6560,9428,12589,10343,6241,4964,3782,2868,1866,581,160,119,88,116,368,2427,44,647,3816,10194,12665,10822,9056,6787,3194,1527,348,163,142,134,1257,1704,0,23,506,2855,6177,7765,8001,7936,7422,6846,4021,2954,1604,1118,1827,3445,1
53419,5711,1332,510,244,146,115,90,94,105,93,107,94,128,153,159,23940,9033,6015,4416,3812,3102,3016,2278,1150,1589,1405,683,444,458,378,781,3729,5606,7645,7981,4974,3387,2917,2729,2750,2828,3020,2635,3242,3179,2841,3037,1
27294,9867,7738,9678,5429,2100,377,11,4,2,0,0,0,0,0,0,1083,2866,4108,7587,11043,13338,9088,5177,2505,1572,1085,1026,861,594,407,160,954,2230,2405,2119,1867,2766,4284,8061,10139,4739,2598,2090,2119,2678,5417,8034,1
0,0,0,0,3,48,702,36314,20466,2398,863,1706,0,0,0,0,0,0,0,0,0,11,17328,33330,7578,1353,888,2005,7,0,0,0,0,0,0,0,0,622,23566,22117,9148,1911,1311,2468,436,311,289,321,1
35700,8311,4838,3402,2417,1880,1297,1098,1082,1432,657,241,87,47,11,0,12826,3673,5344,9259,7452,8456,6499,3468,2088,1832,806,367,125,96,82,127,5412,4468,2413,2145,2088,2861,4371,6147,5890,5759,5293,4580,3627,2311,1891,3244,1
60590,1316,223,124,66,36,34,28,20,13,13,11,11,5,3,7,16293,24293,11140,5409,3211,832,493,255,187,86,67,43,43,60,40,48,144,8017,4753,2205,2140,1834,2034,4360,9992,8130,5049,5234,3376,2465,1365,1402,1
18431,3854,2643,2143,2041,1977,1829,1653,1351,1291,1358,1451,1677,2106,3424,15271,136,1502,1950,1371,1604,2155,2935,3834,3311,3190,2801,2705,2966,3110,3943,24987,0,0,0,0,147,498,975,902,1031,892,1194,1760,2545,3894,6172,42490,1
61414,596,193,90,54,35,27,27,16,13,13,11,10,1,0,0,24463,19493,6624,4636,2834,1920,1133,604,219,106,87,67,62,59,74,119,0,3149,8122,10395,11697,3946,2842,1950,1749,1483,2253,2116,2171,1803,1782,7042,1
42460,11024,3716,1344,749,557,497,467,481,415,316,212,147,74,36,5,9640,4962,6859,5323,7052,6014,5320,3384,2105,1669,1655,1543,1385,1473,1500,2616,3399,2206,2409,1664,1105,1132,1687,2327,2278,3159,4161,5881,6137,6265,5357,13333,1
21514,15504,19728,2348,1980,653,262,146,109,111,81,48,13,3,0,0,19503,11106,23280,2101,1173,1121,1067,844,596,433,350,327,271,176,96,56,14865,2687,7310,15680,8064,2691,1222,826,855,825,693,630,577,734,1004,3837,1
52696,5125,2290,1126,638,338,149,76,46,15,1,0,0,0,0,0,37419,4507,3574,3032,2615,2309,1916,1521,1150,983,866,705,612,503,424,364,18855,5837,3627,2851,2434,2221,2172,2081,1964,2026,2206,2163,2229,2503,3121,6210,1
6623,8005,8530,9939,10890,9214,5348,2688,983,236,41,2,1,0,0,0,1836,5171,5578,7309,9367,7925,6214,5154,4316,3657,2723,1757,1017,378,76,22,751,2849,3446,4150,5234,5254,4482,3865,3851,3706,3635,3915,3982,3738,3753,5889,1
50825,8098,1610,597,332,232,166,130,77,83,61,65,51,53,39,81,1975,8363,20369,10762,4127,2892,2887,3762,2882,1962,1175,467,265,188,161,263,0,0,107,654,1561,2674,4406,6162,7498,7669,6072,4624,3427,3231,3280,11135,1
6844,15914,11736,7864,4459,3320,2422,1622,770,2546,3474,1529,0,0,0,0,9118,9533,9224,8377,5758,4777,3757,2307,3121,2577,2835,1003,70,34,9,0,2426,12578,6869,5042,6485,3582,3863,4208,4863,3503,2998,1678,855,923,981,1646,1
567,8233,34292,15707,2463,890,260,63,20,4,1,0,0,0,0,0,0,7,1432,17934,20992,11406,4016,1677,1197,929,751,616,470,433,351,289,0,0,0,807,7324,6926,7692,7622,5365,3909,3799,4013,4346,3412,2578,4707,1
7886,5002,12087,12456,6897,5281,3927,2984,2581,2319,826,158,64,32,0,0,2135,3059,3942,4345,7357,12978,11493,7702,4241,2487,2391,276,94,0,0,0,1037,1424,1704,2301,2703,3419,7665,12693,13138,8678,3796,2254,525,391,400,372,1
270,1338,21837,37855,1049,117,31,3,0,0,0,0,0,0,0,0,172,16068,41885,2759,1069,420,118,9,0,0,0,0,0,0,0,0,16746,11878,19839,5713,2215,1451,1081,840,642,537,510,400,292,197,115,44,1
5164,9573,11175,12191,13816,8139,2025,363,40,11,2,1,0,0,0,0,387,1630,4000,7840,12254,15305,7724,4085,3122,2414,1773,1103,652,201,9,1,343,1336,3118,4293,4244,2501,3366,7225,7592,5437,2949,2001,1936,2211,3038,10910,1
44687,17186,269,164,94,60,25,9,5,1,0,0,0,0,0,0,24890,22786,12339,1644,297,158,121,102,75,45,37,4,2,0,0,0,808,8511,17005,12218,10149,5034,2961,1793,1082,973,786,451,344,188,115,82,1
2966,5845,14574,14667,11883,11439,1123,2,0,1,0,0,0,0,0,0,0,1080,9801,10338,9996,9580,11865,6537,1323,943,551,293,145,45,3,0,0,854,7327,4188,7266,7655,6226,5729,8053,5568,1543,1184,805,787,1344,3971,1
3,30,75,1056,4133,5642,7647,10100,10521,11132,10025,2136,0,0,0,0,0,0,135,4100,1829,1703,4527,6547,10963,13217,13598,5881,0,0,0,0,3,862,3791,1766,1311,740,657,857,3492,7105,12363,13982,9627,3254,1037,1653,1
35405,10975,4590,3063,2956,1808,916,617,496,450,416,430,229,120,29,0,24828,14058,7123,4488,3560,2185,1250,830,608,501,467,455,414,398,476,859,25041,11230,6014,4058,2792,2290,1679,1251,988,931,891,800,808,736,813,2178,1
